user_id,total_points,n_trajectories,avg_speed_kmh,total_distance_km
153,2149052,2023,31.13894944454815,34269.91863075976
128,1196406,2152,24.290238824160188,56164.80068492195
041,1055404,557,50.9627873499018,18522.51209882124
017,1025099,391,43.98090218886227,15415.72150709653
163,959410,808,39.04528022640421,23986.462512100057
068,934963,408,14.612541627779217,9556.035515591142
010,918935,161,66.51961191605209,31592.74707355229
025,628067,757,18.972684445292945,12219.103728458924
030,615329,296,22.02869242193044,7265.318195978896
167,608130,385,19.824453895572375,6235.073381999317
085,601194,427,17.02894916686242,7634.741763378277
144,547178,610,40.06932250177106,25092.372499518056
003,484750,322,15.71768134650993,12143.642894335122
022,471141,146,9.16221500426484,4432.275898538598
004,438874,395,13.445692794186945,8908.264657231732
126,411319,263,19.56272601968998,5552.152576409413
084,400916,215,21.106616380301542,8232.733093046521
067,390109,120,42.632190179531314,5559.570084102971
014,387727,279,48.427632674826974,6335.307952864471
052,372824,104,14.207213710592614,6605.075768592631
140,341955,380,31.865371967037603,12301.666641640744
050,336758,51,20.705853421607248,3300.0297340295515
062,328749,706,23.42730881170974,11021.589759781235
035,311959,74,3.845958322094521,1698.2935974934076
013,290985,144,17.603543045792755,1731.944634382237
039,267435,227,13.848293430895525,6982.373856101999
024,263343,101,21.961519718778973,8160.772282956208
168,252907,97,50.60272840793823,4160.5776511425265
036,251820,72,27.170507655721245,2718.6817786731726
038,250122,110,10.823090258666216,3175.9335370941535
002,247874,175,15.023624917185083,3265.279145612272
042,239028,150,16.448432051381328,3999.0806352964987
096,229733,112,9.325995168307013,1211.7620397507558
037,191061,148,22.668551269354616,5098.065454660583
142,178016,156,25.806473151767417,3663.0197203064617
020,177505,151,10.94411926700195,597.4568165505449
074,175592,91,48.59823260064305,2436.0971460778946
000,173637,171,11.776689476294724,3264.189859507406
082,171437,96,26.675537387417823,2327.132861596688
034,165936,198,30.400342185666506,2874.2217280142554
179,155188,71,13.393645196376704,1454.3454839173316
026,148305,43,35.41655916226842,2007.0347015168265
115,148184,184,38.00606338438692,7119.733480296329
012,146952,77,56.10865721579656,5536.596291857433
028,123736,64,22.746795048523932,2537.9903917514466
071,123699,73,48.13852521789303,2661.724543946877
023,120280,34,34.45034637439388,6031.806045009845
124,119712,10,77.0798726705186,3397.421989711628
065,118760,137,15.924172822121086,1254.6311599867797
005,108873,86,7.938040103328935,1120.0599636944958
001,108484,71,14.635264143408872,971.4183097695187
119,103643,45,11.518061881473331,1139.4061205440123
043,96190,43,22.10718134212112,1069.3715197133406
011,90562,201,13.162531290931907,947.06322761177
125,90506,57,32.88485161582411,3913.3168395423236
112,90330,212,10.404716874187653,1163.5137633021866
016,89151,51,19.29466959227791,941.1776311758409
015,87627,67,15.749148752511433,1358.859887327571
007,85434,54,9.705719117829656,1303.9330092339217
009,84511,49,9.189134133109336,507.9746350284642
135,84400,13,82.93032080827332,2037.2465383129634
029,83781,45,32.90506026771369,887.4004915012697
008,77839,34,21.43858044428706,701.1029480087057
044,76722,72,11.493614721060792,1480.0787693458303
078,75372,100,23.06951396219931,1049.7623674681877
122,72061,16,22.147841968187105,635.5111621623092
033,69929,13,21.12547802031058,652.8027254223005
141,64724,34,12.91797791633566,361.8942964185737
165,62573,26,8.544349251861984,196.50402124382163
066,60919,19,31.891367358673048,3651.4794461767274
064,58711,23,14.856862455846647,567.932384156132
131,57553,21,49.40655748642549,969.5350741013546
040,55975,27,6.848690462206562,610.3722794676678
092,55022,155,13.042921582488827,2106.9352699659903
169,48277,36,36.50381326076159,637.6310314378029
019,47673,84,32.3782949092661,845.7014877548213
180,47154,5,102.47946089654855,1353.2991126499307
018,46791,50,43.678369357292894,1367.978956584115
095,45515,36,10.37564801274399,486.2477616047542
081,44207,32,15.653670259955112,370.5547208906669
073,42916,112,9.574431244698843,599.0713969999106
130,42609,20,22.79658023072791,419.35761198499335
172,42290,21,45.94622930792999,1136.891258416941
148,41825,3,102.01418421797833,1298.0008436618305
155,41513,42,28.23453366532755,773.2973411591714
159,38717,13,27.36250847098508,1542.5080361424648
104,38421,115,15.032609125096398,2084.36188283863
055,37738,24,17.046253037972907,370.94294749008026
075,37462,13,17.099466833379168,325.651008221493
103,36505,48,13.038030879418598,553.6436516698187
070,35298,11,29.79320429688027,336.6130978356673
083,34867,36,13.413600932759008,625.1964136400377
147,33796,84,9.337325390959665,460.5251467651337
006,31773,28,19.176921732368548,952.8011960013655
089,30847,64,30.405820371686843,1791.1736963868882
160,28231,3,27.618947698555633,239.10455037170266
088,26966,59,13.225885514820366,293.72559752306
032,26426,16,9.078549259174746,423.5942709606927
113,24499,32,17.454107682485287,593.7225651402571
132,22971,6,25.411699801043348,333.22167926089287
127,22840,10,35.62296222887616,1761.3358483203729
046,21774,31,20.110965327546392,735.9962289558104
031,20403,6,42.176305790250254,250.54269365685866
051,16947,51,33.01344020254595,1561.5730346573753
069,16457,8,12.678659473353209,704.417224295126
129,16324,8,12.696322344389523,562.9003917757807
156,16272,2,31.054437311175658,195.40349796764266
027,15503,5,13.24631625472988,77.65841393954146
111,15258,44,19.998672864664666,2561.55355978899
137,14241,1,82.95025604826009,1661.2299731469836
058,13736,22,19.573843438826767,344.8830957944162
101,13588,68,17.58221368660174,1151.664824601585
059,12591,8,19.43514898841404,112.43004336624071
063,12469,15,15.100126961654102,291.788402928773
114,12309,23,34.32738602755561,466.5079842001029
091,11276,98,25.204411176740994,1507.6708441717726
079,11220,23,27.884675246260855,443.9382828419197
120,10776,2,39.15855411726009,477.7292183412301
145,9899,6,5.452390955428659,81.00156575638513
045,9685,9,13.873245002360028,203.7384346256921
048,9073,3,38.769624627458356,504.7749292147605
093,8866,23,7.38641000669536,50.90241333357113
123,8821,5,7.935854382887818,167.69709194610522
149,8440,1,21.695592808008776,340.2656449399612
152,7971,4,13.720102816791092,72.68545957215916
133,7249,5,27.102726241376413,81.35819460170212
174,7210,70,9.995534683026754,523.2689822447895
102,6639,38,10.924089753632813,122.88344225366485
100,6249,7,12.491754892004966,25.401034144400885
158,5995,14,9.553053269738593,90.55841685809486
110,5488,25,22.80401394213377,355.91694257222156
121,5349,5,8.6777874483398,191.56671097786926
054,4775,3,19.252325165088997,59.93997085867768
170,4370,5,44.10084306965474,69.035830756159
134,4072,75,22.864309428961626,601.4962985320122
056,3973,31,22.319872519714178,166.15673314866518
077,3131,3,25.94536298961877,74.66209570674624
143,3020,1,3.656016243057928,18.298577543490424
177,2954,1,17.523594060530513,28.42802564672706
154,2894,31,10.668151241568257,167.2957587027905
061,2763,20,20.184750846114873,731.6383304945509
057,2760,22,13.572260912156251,312.5033080014819
150,2760,22,13.572260912156251,312.50330800148186
094,2760,22,13.572260912156255,312.5033080014819
049,2613,1,61.419162928148516,226.72338668227172
116,2511,3,12.162422539210079,9.058250243750647
157,2478,13,18.64126733156884,779.036028871406
021,2370,8,31.41055040456799,1773.6590287602362
138,2329,18,9.93641061021531,116.42834332329622
106,1978,3,26.65233775762432,650.5933224374041
105,1952,10,13.332391430912592,237.67342254621204
097,1514,38,12.664678905795412,75.95770187127465
166,1351,8,16.33390496622176,29.145705835648126
118,1346,5,46.701363821136894,462.5485895983078
139,1331,19,13.716570739590917,274.2526147041104
151,1321,1,3.4023271292669763,17.871181412145933
136,1287,17,13.533886686726307,138.56491735680282
099,1238,16,52.0548300237194,3025.5522179926784
173,962,6,20.02539392070821,62.736925239231034
076,950,11,24.265907591340394,343.6929832489653
098,806,6,13.25055288894012,103.52605042733688
161,779,16,12.057350059922719,73.11337121802947
047,775,12,8.408075463496003,144.7286801930068
080,701,9,15.200443747601604,94.80927199980408
181,670,15,9.955521752650052,128.7811860463182
109,590,4,24.683698129598774,65.87923721019754
086,555,6,21.674621560775634,150.0293507161455
108,474,9,19.486910964670244,209.35985521451147
176,333,8,12.707042560189533,256.993579807346
117,329,8,17.608401193537745,47.31283957491744
162,328,11,22.312301268859194,342.1702180416116
053,325,9,13.995926009592113,99.07652206474751
090,312,8,14.133369628476549,80.64554739688643
175,302,4,14.275679869532913,307.74016808921886
164,278,7,8.866569745217502,45.817305591320476
146,261,10,10.33659724475276,33.07849627885139
107,195,3,5.510595943405526,19.729670357883634
171,172,5,4.968432764437054,26.82761693214944
087,144,8,7.594654388005054,8.46898396094947
178,83,1,7.7861363766480105,0.9716808420147814
072,79,2,7.626204941543364,13.364814936932785
060,15,2,10.646055949391638,1.2906227446760432
